//Sinking of the Rising Sun
//sprites
//sprite ID, file ID, x, y, w, h, rotx, roty,scale, alpha,angle,name, layer, framecount
51, 22, 126, 353, 25, 30, 0, 0, 1, 255, 0, rudder_0, 7, 0, 0
52, 22, 151, 353, 25, 30, 0, 0, 1, 255, 0, rudder_10, 7, 0, 0
53, 22, 176, 353, 25, 30, 0, 0, 1, 255, 0, rudder_25, 7, 0, 0

//message log outline
54, 0, 282, 253, 134, 52, 0, 0, 1, 255, 0, outline, 7, 0, 0

55, 23, 623, 5, 46, 78, 0, 0, 1, 255, 0, quit_icon, 7, 0, 0
56, 24, 0, 0, 404, 404, 0, 0, 1, 255, 0, reticule, 7, 0, 0
57, 0, 91, 2, 36, 36, 18, 18, 1, 255, 0, small_sub_chart, 7, 0, 0

//destroyer aspects
58, 14, 15, 51, 89, 146, 0, 0, 1, 255, 0, destroyer_0, 7, 0, 0
59, 14, 125, 66, 251, 132, 0, 0, 1, 255, 0, destroyer_1, 7, 0, 0
60, 14, 400, 68, 360, 130, 0, 0, 1, 255, 0, destroyer_2, 7, 0, 0
61, 14, 7, 239, 230, 139, 0, 0, 1, 255, 0, destroyer_3, 7, 0, 0
62, 14, 250, 222, 94, 155, 0, 0, 1, 255, 0, destroyer_4, 7, 0, 0
63, 14, 365, 233, 207, 141, 0, 0, 1, 255, 0, destroyer_5, 7, 0, 0
64, 14, 14, 411, 360, 129, 0, 0, 1, 255, 0, destroyer_6, 7, 0, 0
65, 14, 396, 406, 229, 135, 0, 0, 1, 255, 0, destroyer_7, 7, 0, 0

66, 25, 0, 0, 520, 304, 260, 115, 1, 255, 0, water_back, 7, 0, 0

//9 speed indicators
67, 22, 263, 364, 45, 19, 0, 0, 1, 255, 0, spd_b_std, 7, 0, 0
68, 22, 308, 364, 45, 19, 0, 0, 1, 255, 0, spd_b_2_3, 7, 0, 0
69, 22, 352, 364, 45, 19, 0, 0, 1, 255, 0, spd_b_1_3, 7, 0, 0
70, 22, 395, 364, 45, 19, 0, 0, 1, 255, 0, spd_stop, 7, 0, 0
71, 22, 441, 364, 45, 19, 0, 0, 1, 255, 0, spd_1_3, 7, 0, 0
72, 22, 486, 364, 45, 19, 0, 0, 1, 255, 0, spd_2_3, 7, 0, 0
73, 22, 530, 364, 45, 19, 0, 0, 1, 255, 0, spd_std, 7, 0, 0
74, 22, 575, 364, 45, 19, 0, 0, 1, 255, 0, spd_full, 7, 0, 0
75, 22, 618, 364, 45, 19, 0, 0, 1, 255, 0, spd_flank, 7, 0, 0

//7 depth indicators
76, 22, 413, 449, 45,33, 0, 0, 1, 255, 0, depth_surf, 7, 0, 0
77, 22, 413, 481, 45,33, 0, 0, 1, 255, 0, depth_pd, 7, 0, 0
78, 22, 413, 513, 45,33, 0, 0, 1, 255, 0, depth_90, 7, 0, 0
79, 22, 413, 545, 45,33, 0, 0, 1, 255, 0, depth_120, 7, 0, 0
80, 22, 413, 577, 45,33, 0, 0, 1, 255, 0, depth_150, 7, 0, 0
81, 22, 413, 608, 45,33, 0, 0, 1, 255, 0, depth_TD, 7, 0, 0
82, 22, 413, 640, 45,33, 0, 0, 1, 255, 0, depth_oops, 7, 0, 0

//carrier aspects
83, 17, 3, 8, 167, 113, 0, 0, 1, 255, 0, carrier_0, 7, 0, 0
84, 17, 184, 12, 374, 109, 0, 0, 1, 255, 0, carrier_1, 7, 0, 0
85, 17, 3, 143, 552, 94, 274, 47, 1, 255, 0, carrier_2, 7, 0, 0
86, 17, 4, 266, 261, 105, 0, 0, 1, 255, 0, carrier, 7, 0, 0
87, 17, 287, 268, 172, 103, 0, 0, 1, 255, 0, carrier, 7, 0, 0
88, 17, 475, 262, 352, 108, 0, 0, 1, 255, 0, carrier, 7, 0, 0
89, 17, 3, 410, 573, 99, 0, 0, 1, 255, 0, carrier, 7, 0, 0
90, 17, 585, 399, 335, 112, 0, 0, 1, 255, 0, carrier, 7, 0, 0

//oiler aspects
91, 15, 14, 31, 75, 128, 0, 0, 1, 255, 0, oiler, 7, 0, 0
92, 15, 123, 47, 245, 113, 0, 0, 1, 255, 0, oiler, 7, 0, 0
93, 15, 460, 60, 377, 97, 0, 0, 1, 255, 0, oiler, 7, 0, 0
94, 15, 19, 223, 215, 99, 0, 0, 1, 255, 0, oiler, 7, 0, 0
95, 15, 256, 214, 82, 107, 0, 0, 1, 255, 0, oiler, 7, 0, 0
96, 15, 356, 221, 260, 99, 0, 0, 1, 255, 0, oiler, 7, 0, 0
97, 15, 5, 389, 376, 93, 0, 0, 1, 255, 0, oiler, 7, 0, 0
98, 15, 408, 371, 243, 111, 0, 0, 1, 255, 0, oiler, 7, 0, 0

//cruiser aspects (ship1)
99, 16,  17, 24, 61, 131, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
100, 16, 106, 39, 203, 116, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
101, 16, 329, 43, 366, 111, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
102, 16, 4, 190, 228, 120, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
103, 16, 254, 172, 68, 132, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
104, 16, 345, 191, 225, 118, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
105, 16, 3, 352, 349, 116, 0, 0, 1, 255, 0, cruiser, 7, 0, 0
106, 16, 375, 351, 215, 114, 0, 0, 1, 255, 0, cruiser, 7, 0, 0

107, 27, 0, 0, 504, 664, 0, 0, 1, 255, 0, looselips, 7, 0, 0
108, 28, 0, 0, 282, 172, 0, 0, 1, 255, 0, usflag, 7, 0, 0
109, 29, 0, 0, 299, 297, 0, 0, 1, 255, 0, patch, 7, 0, 0
